date,ticker,gap_pct,open_price,avg_volume,gap_rank,signalled,signal_time,signal_multiple,entry_time,filled
2026-09-02,DH,13.082036541347353,1.0199999809265137,428375.0,1,True,09:32,12.627389485091458,09:43,True
2026-09-02,SPWH,11.666665010982156,1.340000033378601,1072375.0,2,False,,,,False
2026-09-02,WALD,8.88888908511817,1.4700000286102295,98425.0,3,False,,,,False
